,country_name,year,FDI4,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,v2cacamps,v2caviol,v2cagenmob,v2cademmob,v2x_regime,v2x_neopat,v2xnp_client,v2xnp_regcorr,v2x_corr,v2x_execorr,v2x_pubcorr,v2x_rule,v2xcl_prpty,v2xcl_acjst,v2x_freexp,e_wbgi_cce,e_wbgi_gee,e_wbgi_pve,e_wbgi_rle,e_wbgi_rqe,e_wbgi_vae,e_gdp,e_gdppc,e_miinflat,e_total_fuel_income_pc,e_total_resources_income_pc
20,Afghanistan,1980.0,9000000.0,0.082,0.05,0.023,0.025,0.116,,,,,Closed Autocracy,0.809,0.724,0.521,0.553,0.499,0.547,0.227,0.115,0.24,0.085,,,,,,,2573.238,1.743,,17.982,17.982
21,Afghanistan,1981.0,180000.0,0.083,0.051,0.024,0.028,0.116,,,,,Closed Autocracy,0.809,0.724,0.521,0.553,0.499,0.547,0.242,0.115,0.24,0.091,,,,,,,2631.751,1.84,,26.813,26.813
22,Afghanistan,1982.0,100000.0,0.082,0.051,0.023,0.028,0.116,,,,,Closed Autocracy,0.801,0.724,0.521,0.553,0.499,0.547,0.247,0.115,0.24,0.083,,,,,,,2691.365,1.947,,32.989,32.989
23,Afghanistan,1983.0,0.0,0.083,0.052,0.024,0.028,0.116,,,,,Closed Autocracy,0.801,0.724,0.521,0.553,0.499,0.547,0.247,0.115,0.24,0.09,,,,,,,2729.018,2.018,,36.112,36.112
24,Afghanistan,1984.0,0.0,0.083,0.051,0.024,0.028,0.116,,,,,Closed Autocracy,0.801,0.724,0.521,0.553,0.499,0.547,0.247,0.115,0.24,0.09,,,,,,,2722.819,2.033,,35.757,35.757
25,Afghanistan,1985.0,0.0,0.083,0.051,0.023,0.028,0.116,,,,,Closed Autocracy,0.801,0.724,0.521,0.553,0.499,0.547,0.247,0.115,0.24,0.09,,,,,,,2689.741,2.012,,42.197,42.197
26,Afghanistan,1986.0,0.0,0.083,0.051,0.023,0.028,0.116,,,,,Closed Autocracy,0.801,0.724,0.521,0.553,0.499,0.547,0.247,0.115,0.24,0.09,,,,,,,2616.922,1.968,,32.689,32.689
27,Afghanistan,1987.0,400000.0,0.083,0.051,0.025,0.028,0.116,,,,,Closed Autocracy,0.798,0.724,0.521,0.553,0.499,0.547,0.247,0.115,0.24,0.093,,,,,,,2470.606,1.86,,26.245,26.245
28,Afghanistan,1988.0,0.0,0.09,0.053,0.026,0.029,0.117,,,,,Closed Autocracy,0.795,0.743,0.521,0.553,0.499,0.547,0.248,0.115,0.24,0.092,,,,,,,2316.702,1.731,,27.176,27.176
29,Afghanistan,1989.0,0.0,0.093,0.053,0.026,0.034,0.118,,,,,Closed Autocracy,0.795,0.75,0.521,0.553,0.499,0.547,0.248,0.115,0.24,0.092,,,,,,,2173.033,1.588,,24.984,24.984
30,Afghanistan,1990.0,10.0,0.093,0.051,0.026,0.035,0.1,,,,,Closed Autocracy,0.788,0.758,0.513,0.547,0.499,0.547,0.235,0.078,0.138,0.08,,,,,,,2066.23,1.461,,22.937,22.937
31,Afghanistan,1991.0,-280000.0,0.094,0.047,0.026,0.036,0.098,,,,,Closed Autocracy,0.797,0.758,0.513,0.547,0.499,0.547,0.188,0.074,0.104,0.068,,,,,,,1952.896,1.316,,2.377,2.377
32,Afghanistan,1992.0,360000.0,0.094,0.038,0.03,0.034,0.067,2.838,3.111,,,Closed Autocracy,0.845,0.825,0.693,0.69,0.699,0.635,0.109,0.077,0.061,0.065,,,,,,,1841.902,1.16,,2.007,2.007
33,Afghanistan,1993.0,-20000.0,0.092,0.028,0.029,0.028,0.045,2.838,3.111,,,Closed Autocracy,0.895,0.825,0.895,0.883,0.901,0.841,0.051,0.087,0.073,0.065,,,,,,,1675.938,0.973,,2.094,2.094
34,Afghanistan,1994.0,20000.0,0.092,0.028,0.029,0.028,0.045,2.838,3.111,,,Closed Autocracy,0.895,0.825,0.895,0.883,0.901,0.841,0.051,0.087,0.073,0.065,,,,,,,1573.033,0.85,,1.744,1.744
35,Afghanistan,1995.0,-93326.6,0.092,0.027,0.026,0.028,0.043,2.838,3.111,,,Closed Autocracy,0.905,0.825,0.897,0.887,0.901,0.841,0.055,0.087,0.073,0.065,,,,,,,1660.861,0.847,,0.954,0.954
36,Afghanistan,1996.0,690000.0,0.074,0.027,0.013,0.009,0.037,2.838,3.111,,,Closed Autocracy,0.894,0.825,0.892,0.841,0.901,0.734,0.084,0.065,0.035,0.027,-1.292,-2.175,-2.417,-2.09,-1.788,-1.909,1677.632,0.818,,1.37,1.37
37,Afghanistan,1997.0,-1460000.0,0.072,0.031,0.013,0.007,0.041,2.838,3.111,,,Closed Autocracy,0.839,0.833,0.732,0.762,0.729,0.694,0.125,0.065,0.029,0.018,,,,,,,1655.383,0.781,,1.4,1.484
38,Afghanistan,1998.0,-10000.0,0.072,0.031,0.013,0.007,0.041,2.838,2.01,,,Closed Autocracy,0.839,0.833,0.732,0.762,0.729,0.694,0.12,0.065,0.029,0.018,-1.176,-2.102,-2.427,-2.063,-1.735,-2.039,1636.416,0.752,,1.192,1.273
39,Afghanistan,1999.0,6040000.0,0.072,0.031,0.013,0.007,0.041,2.838,2.01,,,Closed Autocracy,0.839,0.833,0.732,0.762,0.729,0.694,0.12,0.065,0.029,0.018,,,,,,,1633.838,0.727,,1.249,1.325
40,Afghanistan,2000.0,170000.0,0.072,0.031,0.013,0.007,0.04,2.24,2.01,1.377,-1.57,Closed Autocracy,0.839,0.833,0.732,0.762,0.729,0.694,0.12,0.065,0.029,0.018,-1.272,-2.174,-2.439,-2.08,-1.781,-2.031,1678.432,0.726,,1.912,2.007
41,Afghanistan,2001.0,680000.0,0.082,0.036,0.02,0.015,0.042,0.026,2.01,-0.69,-0.727,Closed Autocracy,0.792,0.527,0.732,0.776,0.729,0.735,0.143,0.076,0.066,0.044,,,,,,,1817.853,0.765,,0.437,0.543
42,Afghanistan,2002.0,50000000.0,0.223,0.1,0.094,0.249,0.154,0.026,1.487,-0.69,-0.727,Closed Autocracy,0.758,0.532,0.881,0.901,0.856,0.875,0.184,0.486,0.239,0.563,-1.251,-1.588,-2.035,-1.812,-1.673,-1.433,2209.482,0.893,,0.308,0.409
43,Afghanistan,2003.0,57799999.9,0.23,0.103,0.1,0.256,0.163,0.026,1.487,-0.69,-0.727,Closed Autocracy,0.756,0.532,0.881,0.901,0.856,0.875,0.176,0.486,0.242,0.614,-1.344,-1.127,-2.198,-1.463,-1.558,-1.178,2487.328,0.965,,0.222,0.336
44,Afghanistan,2004.0,186900000.0,0.24,0.108,0.109,0.256,0.164,0.026,1.487,-0.69,-0.727,Electoral Autocracy,0.746,0.557,0.895,0.908,0.873,0.875,0.18,0.486,0.242,0.606,-1.351,-0.91,-2.296,-1.512,-1.694,-1.203,2667.526,1.005,,0.232,0.398
45,Afghanistan,2005.0,271000000.0,0.335,0.137,0.139,0.295,0.21,0.026,2.005,-0.043,0.828,Electoral Autocracy,0.742,0.663,0.892,0.921,0.873,0.92,0.176,0.486,0.242,0.642,-1.447,-1.217,-2.068,-1.643,-1.663,-1.125,2912.684,1.061,12.086,0.282,0.456
46,Afghanistan,2006.0,238000000.0,0.397,0.229,0.161,0.328,0.238,0.026,2.64,-0.315,-0.728,Electoral Autocracy,0.767,0.663,0.908,0.938,0.873,0.933,0.17,0.486,0.242,0.651,-1.446,-1.466,-2.219,-1.689,-1.879,-1.11,3182.829,1.129,3.514,0.241,0.403
47,Afghanistan,2007.0,188690000.0,0.397,0.231,0.157,0.33,0.238,0.026,2.64,-0.315,-0.728,Electoral Autocracy,0.767,0.663,0.905,0.94,0.877,0.938,0.169,0.486,0.242,0.642,-1.613,-1.443,-2.413,-1.709,-1.853,-1.058,3530.665,1.23,16.975,,
48,Afghanistan,2008.0,46033740.0,0.403,0.232,0.159,0.342,0.241,0.026,2.64,-0.315,-0.728,Electoral Autocracy,0.768,0.663,0.905,0.94,0.877,0.938,0.17,0.486,0.242,0.645,-1.672,-1.533,-2.691,-1.607,-1.903,-1.169,3820.967,1.304,22.691,,
49,Afghanistan,2009.0,56107246.5,0.392,0.231,0.157,0.338,0.238,0.026,2.64,-0.026,0.82,Electoral Autocracy,0.766,0.687,0.905,0.94,0.877,0.938,0.171,0.486,0.242,0.652,-1.552,-1.511,-2.711,-1.665,-1.876,-1.375,4358.142,1.444,-13.226,,
50,Afghanistan,2010.0,190774431.98,0.374,0.226,0.149,0.328,0.232,0.026,2.759,-0.297,-0.489,Electoral Autocracy,0.769,0.725,0.905,0.942,0.877,0.946,0.169,0.518,0.242,0.667,-1.645,-1.481,-2.579,-1.517,-1.87,-1.404,4817.654,1.545,12.881,,
51,Afghanistan,2011.0,52173421.0,0.378,0.228,0.151,0.334,0.233,0.026,2.598,-0.297,-0.489,Electoral Autocracy,0.769,0.72,0.905,0.942,0.877,0.946,0.168,0.518,0.242,0.667,-1.6,-1.477,-2.502,-1.536,-1.923,-1.336,5198.016,1.628,,,
52,Afghanistan,2012.0,56823660.0,0.381,0.228,0.151,0.337,0.234,0.026,2.598,0.168,-0.489,Electoral Autocracy,0.767,0.718,0.905,0.945,0.877,0.959,0.158,0.518,0.242,0.657,-1.43,-1.376,-2.419,-1.193,-1.652,-1.267,5619.574,1.712,,,
53,Afghanistan,2013.0,48311346.0,0.378,0.233,0.158,0.337,0.226,0.172,2.598,0.168,-0.489,Electoral Autocracy,0.755,0.769,0.886,0.922,0.849,0.919,0.178,0.579,0.226,0.658,-1.446,-1.401,-2.519,-1.193,-1.609,-1.24,5976.67,1.772,,,
54,Afghanistan,2014.0,42975262.5,0.377,0.231,0.157,0.334,0.222,0.172,3.102,0.66,0.836,Electoral Autocracy,0.756,0.763,0.886,0.918,0.849,0.904,0.182,0.579,0.23,0.648,-1.365,-1.362,-2.411,-1.124,-1.437,-1.135,6156.47,1.779,,,
55,Afghanistan,2015.0,169146608.0,0.376,0.234,0.165,0.34,0.227,0.172,3.102,0.438,-0.849,Electoral Autocracy,0.732,0.754,0.828,0.891,0.776,0.899,0.209,0.579,0.226,0.626,-1.349,-1.352,-2.571,-1.006,-1.498,-1.118,6252.8,1.757,,,
56,Afghanistan,2016.0,93591315.3,0.353,0.213,0.151,0.3,0.203,0.172,3.102,0.438,-0.849,Electoral Autocracy,0.74,0.739,0.843,0.893,0.794,0.889,0.197,0.454,0.199,0.581,-1.534,-1.254,-2.671,-1.337,-1.512,-1.038,6406.197,1.76,,,
57,Afghanistan,2017.0,51533896.765,0.354,0.21,0.145,0.263,0.198,0.172,3.102,0.438,0.254,Electoral Autocracy,0.753,0.769,0.835,0.886,0.794,0.87,0.208,0.481,0.216,0.634,-1.522,-1.36,-2.801,-1.355,-1.578,-0.991,6577.23,1.766,,,
58,Afghanistan,2018.0,119435105.715177,0.354,0.203,0.169,0.296,0.191,0.172,3.102,0.438,-0.834,Electoral Autocracy,0.778,0.777,0.866,0.886,0.825,0.819,0.218,0.535,0.204,0.664,-1.49,-1.479,-2.764,-1.148,-1.681,-1.012,6664.211,1.75,,,
59,Afghanistan,2019.0,23404553.647249,0.353,0.188,0.167,0.298,0.192,0.172,3.102,0.438,-0.403,Electoral Autocracy,0.797,0.815,0.883,0.889,0.856,0.834,0.212,0.578,0.263,0.584,-1.408,-1.496,-2.656,-1.123,-1.728,-1.007,6775.201,1.745,,,
60,Afghanistan,2020.0,12970147.9832,0.356,0.197,0.141,0.285,0.189,0.172,3.102,0.859,0.843,Electoral Autocracy,0.78,0.797,0.839,0.869,0.799,0.809,0.236,0.624,0.309,0.645,-1.481,-1.585,-2.705,-1.403,-1.82,-1.078,,,,,
61,Afghanistan,2021.0,20600976.1,0.158,0.043,0.048,0.041,0.082,1.26,1.655,0.472,0.057,Electoral Autocracy,0.678,0.849,0.218,0.417,0.153,0.394,0.362,0.388,0.186,0.17,-1.142,-1.634,-2.53,-1.338,-1.871,-1.571,,,,,
62,Afghanistan,2022.0,,0.082,0.028,0.019,0.025,0.019,1.971,2.097,-0.491,-0.26,Closed Autocracy,0.751,0.933,0.252,0.448,0.199,0.518,0.206,0.193,0.076,0.04,,,,,,,,,,,
73,Albania,1970.0,,0.174,0.057,0.048,0.053,0.228,1.901,0.3,-2.003,-1.823,Closed Autocracy,0.59,0.15,0.063,0.05,0.082,0.021,0.525,0.004,0.026,0.02,,,,,,,743.825,3.265,,39.583,154.725
74,Albania,1971.0,,0.173,0.057,0.048,0.053,0.227,1.901,0.3,-2.003,-1.823,Closed Autocracy,0.587,0.156,0.063,0.05,0.082,0.021,0.525,0.004,0.026,0.02,,,,,,,781.713,3.359,,,
75,Albania,1972.0,,0.173,0.057,0.048,0.053,0.227,1.901,0.3,-2.003,-1.823,Closed Autocracy,0.587,0.156,0.063,0.05,0.082,0.021,0.525,0.004,0.026,0.02,,,,,,,819.911,3.445,,,
76,Albania,1973.0,,0.173,0.057,0.048,0.053,0.227,1.901,0.3,-2.003,-1.823,Closed Autocracy,0.587,0.156,0.063,0.05,0.082,0.021,0.525,0.004,0.026,0.02,,,,,,,855.508,3.529,,,
77,Albania,1974.0,,0.173,0.057,0.048,0.053,0.228,1.901,0.3,-2.003,-1.823,Closed Autocracy,0.588,0.155,0.063,0.05,0.082,0.021,0.525,0.004,0.026,0.02,,,,,,,888.544,3.587,,309.734,538.457
78,Albania,1975.0,,0.174,0.057,0.048,0.053,0.228,1.901,0.3,-2.573,-1.823,Closed Autocracy,0.588,0.152,0.063,0.05,0.082,0.021,0.525,0.004,0.026,0.02,,,,,,,925.601,3.645,,379.688,737.883
79,Albania,1976.0,,0.174,0.059,0.048,0.053,0.229,1.901,-0.138,-2.573,-1.823,Closed Autocracy,0.575,0.152,0.063,0.05,0.082,0.021,0.537,0.004,0.026,0.02,,,,,,,958.153,3.682,,252.641,553.784
80,Albania,1977.0,,0.174,0.059,0.048,0.053,0.229,1.901,-0.138,-2.573,-1.823,Closed Autocracy,0.575,0.152,0.063,0.059,0.082,0.052,0.505,0.004,0.026,0.02,,,,,,,986.805,3.708,,361.43,650.004
81,Albania,1978.0,,0.174,0.059,0.048,0.053,0.229,1.901,-0.138,-2.573,-1.823,Closed Autocracy,0.576,0.152,0.063,0.059,0.082,0.052,0.505,0.004,0.026,0.02,,,,,,,1016.176,3.746,,247.348,517.884
82,Albania,1979.0,,0.174,0.059,0.049,0.053,0.229,1.901,-0.138,-2.573,-1.823,Closed Autocracy,0.582,0.154,0.063,0.059,0.082,0.052,0.505,0.004,0.026,0.02,,,,,,,1053.187,3.807,,446.907,700.074
83,Albania,1980.0,0.0,0.174,0.059,0.049,0.053,0.229,1.901,-0.138,-2.573,-1.823,Closed Autocracy,0.582,0.154,0.063,0.059,0.082,0.052,0.505,0.004,0.026,0.02,,,,,,,1111.714,3.921,,871.856,1115.99
84,Albania,1981.0,0.0,0.174,0.059,0.049,0.046,0.229,1.901,-0.138,-2.573,-1.823,Closed Autocracy,0.581,0.154,0.076,0.064,0.104,0.052,0.486,0.004,0.026,0.02,,,,,,,1152.619,3.974,,844.725,1053.709
85,Albania,1982.0,0.0,0.174,0.059,0.049,0.051,0.229,1.52,-0.138,-2.573,-1.823,Closed Autocracy,0.582,0.154,0.076,0.064,0.104,0.052,0.486,0.004,0.026,0.02,,,,,,,1179.134,3.986,,748.806,926.18
86,Albania,1983.0,0.0,0.174,0.059,0.049,0.051,0.229,1.52,-0.138,-2.573,-1.823,Closed Autocracy,0.586,0.156,0.076,0.064,0.104,0.052,0.486,0.004,0.026,0.02,,,,,,,1211.11,4.01,,703.565,874.066
87,Albania,1984.0,0.0,0.174,0.059,0.049,0.051,0.229,1.52,-0.138,-2.573,-1.823,Closed Autocracy,0.594,0.156,0.089,0.071,0.126,0.052,0.483,0.004,0.026,0.02,,,,,,,1228.062,3.996,,454.192,636.98
88,Albania,1985.0,0.0,0.174,0.059,0.049,0.051,0.229,1.52,-0.138,-1.849,-1.172,Closed Autocracy,0.594,0.156,0.089,0.084,0.126,0.102,0.449,0.004,0.026,0.02,,,,,,,1251.502,3.981,,438.323,645.412
89,Albania,1986.0,0.0,0.174,0.06,0.049,0.051,0.229,1.52,-0.138,-1.849,-1.172,Closed Autocracy,0.59,0.187,0.089,0.084,0.126,0.102,0.469,0.004,0.026,0.02,,,,,,,1296.61,4.037,,239.225,418.759
90,Albania,1987.0,0.0,0.173,0.06,0.048,0.051,0.228,1.52,-0.138,-1.849,-1.172,Closed Autocracy,0.595,0.18,0.089,0.084,0.126,0.102,0.476,0.004,0.026,0.02,,,,,,,1323.156,4.031,,330.271,532.006
91,Albania,1988.0,0.0,0.173,0.06,0.051,0.051,0.228,1.52,-0.138,-1.488,-0.87,Closed Autocracy,0.595,0.179,0.089,0.084,0.126,0.102,0.476,0.004,0.026,0.02,,,,,,,1337.986,4.011,,191.584,540.328
92,Albania,1989.0,0.0,0.173,0.06,0.051,0.051,0.228,1.52,0.313,-1.151,-0.356,Closed Autocracy,0.595,0.179,0.089,0.088,0.126,0.122,0.47,0.004,0.026,0.02,,,,,,,1369.506,4.021,,154.546,475.338
93,Albania,1990.0,0.0,0.187,0.075,0.062,0.094,0.226,0.462,0.87,1.949,2.654,Closed Autocracy,0.586,0.178,0.124,0.126,0.164,0.178,0.42,0.004,0.061,0.067,,,,,,,1309.846,3.808,,205.64,419.865
94,Albania,1991.0,0.0,0.369,0.264,0.148,0.267,0.289,0.353,0.87,2.565,2.654,Electoral Autocracy,0.564,0.447,0.551,0.513,0.576,0.388,0.488,0.652,0.558,0.747,,,,,,,1090.16,3.215,,129.207,257.362
95,Albania,1992.0,20000000.0,0.418,0.334,0.227,0.325,0.311,-0.651,0.518,1.27,1.62,Electoral Autocracy,0.516,0.553,0.729,0.686,0.685,0.41,0.475,0.652,0.642,0.8,,,,,,,994.954,2.982,226.01,47.121,98.557
96,Albania,1993.0,58000000.0,0.416,0.319,0.231,0.328,0.312,-0.651,0.11,-1.875,-0.076,Electoral Autocracy,0.543,0.536,0.675,0.595,0.685,0.41,0.497,0.652,0.785,0.756,,,,,,,1061.573,3.167,85.0,38.48,53.29
97,Albania,1994.0,53000000.0,0.412,0.336,0.243,0.305,0.31,-0.651,0.11,-1.875,-0.076,Electoral Autocracy,0.524,0.644,0.73,0.687,0.685,0.41,0.497,0.652,0.785,0.756,,,,,,,1168.364,3.459,22.57,28.614,43.656
98,Albania,1995.0,70000000.0,0.426,0.345,0.236,0.304,0.317,-0.651,0.11,-1.411,0.303,Electoral Autocracy,0.524,0.644,0.73,0.687,0.685,0.41,0.497,0.747,0.785,0.788,,,,,,,1277.975,3.769,7.79,29.836,67.857
99,Albania,1996.0,90100000.0,0.381,0.319,0.216,0.269,0.284,-0.517,0.856,-0.407,0.712,Electoral Autocracy,0.525,0.664,0.73,0.687,0.685,0.41,0.497,0.747,0.785,0.772,-0.894,-0.689,-0.337,-0.474,-0.684,-0.648,1367.839,4.007,12.73,31.154,56.069
100,Albania,1997.0,47500000.0,0.369,0.311,0.223,0.269,0.281,0.753,2.826,2.404,1.986,Electoral Autocracy,0.515,0.684,0.73,0.71,0.685,0.514,0.469,0.747,0.785,0.772,,,,,,,1328.363,3.912,33.18,22.798,40.85
101,Albania,1998.0,45010000.0,0.386,0.323,0.253,0.307,0.284,-0.823,2.099,1.605,1.472,Electoral Autocracy,0.531,0.69,0.76,0.752,0.718,0.546,0.452,0.747,0.785,0.79,-0.992,-0.733,-0.544,-0.442,-0.93,-0.387,1408.814,4.144,20.64,15.262,33.018
102,Albania,1999.0,41200000.0,0.389,0.327,0.262,0.31,0.287,-0.993,0.486,-1.16,-0.213,Electoral Autocracy,0.54,0.69,0.798,0.771,0.773,0.561,0.441,0.747,0.81,0.814,,,,,,,1537.67,4.523,0.39,16.654,25.385
103,Albania,2000.0,143000000.0,0.401,0.341,0.266,0.313,0.297,-1.107,-0.709,-1.217,0.847,Electoral Autocracy,0.506,0.596,0.783,0.739,0.773,0.542,0.46,0.775,0.89,0.82,-0.856,-0.918,-0.54,-0.416,-1.021,-0.285,1639.473,4.839,0.05,27.732,41.95
104,Albania,2001.0,207300000.0,0.433,0.365,0.284,0.349,0.318,-0.967,-0.709,-1.217,0.491,Electoral Autocracy,0.512,0.634,0.783,0.729,0.773,0.495,0.509,0.775,0.89,0.82,,,,,,,1757.529,5.237,3.11,22.463,39.091
105,Albania,2002.0,135000000.0,0.477,0.39,0.304,0.372,0.346,-1.095,-0.709,-1.217,0.111,Electoral Autocracy,0.521,0.668,0.798,0.745,0.796,0.537,0.497,0.775,0.89,0.816,-0.845,-0.624,-0.298,-0.311,-0.762,-0.008,1826.281,5.567,7.77,23.247,31.637
106,Albania,2003.0,178036400.666667,0.482,0.393,0.307,0.375,0.349,-1.095,-0.709,-1.217,0.111,Electoral Autocracy,0.522,0.668,0.798,0.745,0.796,0.537,0.493,0.775,0.89,0.816,-0.854,-0.569,-0.31,-0.49,-0.716,0.07,1927.698,5.922,0.48,25.592,39.745
107,Albania,2004.0,341285112.537562,0.474,0.394,0.314,0.373,0.345,-1.095,-0.709,-1.217,0.798,Electoral Autocracy,0.501,0.668,0.798,0.745,0.796,0.537,0.503,0.775,0.89,0.816,-0.724,-0.409,-0.427,-0.187,-0.701,0.007,2028.768,6.262,2.28,33.161,46.301
108,Albania,2005.0,262479012.637464,0.505,0.415,0.333,0.406,0.358,-1.095,-0.709,-1.217,0.492,Electoral Democracy,0.492,0.636,0.763,0.727,0.75,0.517,0.522,0.775,0.89,0.82,-0.813,-0.705,-0.505,-0.401,-0.764,0.004,2140.925,6.668,2.37,44.748,62.84
109,Albania,2006.0,325138316.803697,0.536,0.436,0.347,0.421,0.375,-1.095,-0.709,-1.217,0.492,Electoral Democracy,0.482,0.61,0.763,0.727,0.75,0.517,0.522,0.775,0.89,0.815,-0.791,-0.587,-0.508,-0.149,-0.703,0.076,2276.541,7.131,2.37,72.287,97.903
110,Albania,2007.0,652275603.722803,0.54,0.44,0.351,0.409,0.38,-1.095,-0.709,-1.217,0.492,Electoral Democracy,0.487,0.61,0.763,0.727,0.75,0.517,0.522,0.775,0.89,0.824,-0.707,-0.431,-0.204,0.035,-0.662,0.113,2434.217,7.655,2.93,,
111,Albania,2008.0,1247181714.30558,0.538,0.439,0.343,0.406,0.376,-1.387,-0.709,-1.217,0.492,Electoral Democracy,0.484,0.61,0.767,0.765,0.763,0.656,0.487,0.775,0.89,0.824,-0.605,-0.371,-0.031,0.138,-0.6,0.175,2605.382,8.208,3.4,,
112,Albania,2009.0,1345415233.65619,0.534,0.439,0.34,0.404,0.377,-1.237,-0.404,-0.984,0.492,Electoral Democracy,0.492,0.617,0.767,0.765,0.763,0.656,0.502,0.775,0.924,0.824,-0.545,-0.255,-0.045,0.241,-0.494,0.141,2728.857,8.679,2.3,,
113,Albania,2010.0,1089898207.57431,0.535,0.438,0.339,0.392,0.376,-1.381,-0.701,-1.208,0.812,Electoral Democracy,0.496,0.62,0.781,0.779,0.763,0.65,0.498,0.775,0.91,0.832,-0.532,-0.279,-0.191,0.233,-0.386,0.124,2830.629,9.033,3.5,,
114,Albania,2011.0,1048706682.05458,0.535,0.44,0.338,0.403,0.376,-1.381,-0.235,-0.114,1.399,Electoral Democracy,0.496,0.62,0.781,0.779,0.763,0.65,0.498,0.775,0.91,0.832,-0.702,-0.2,-0.282,0.284,-0.443,0.062,2902.384,9.26,,,
115,Albania,2012.0,917994575.801857,0.53,0.435,0.334,0.4,0.375,-1.216,-0.128,-0.75,1.121,Electoral Democracy,0.493,0.62,0.771,0.776,0.753,0.65,0.504,0.775,0.91,0.832,-0.779,-0.268,-0.144,0.24,-0.52,0.022,2947.073,9.442,,,
116,Albania,2013.0,1254150555.51294,0.508,0.425,0.309,0.269,0.362,-1.387,-0.128,-0.997,0.821,Electoral Democracy,0.503,0.682,0.805,0.771,0.805,0.612,0.515,0.786,0.885,0.773,-0.751,-0.324,0.092,0.254,-0.519,0.049,2984.751,9.58,,,
117,Albania,2014.0,1149927985.77736,0.509,0.431,0.311,0.283,0.369,-1.387,-0.699,-1.202,0.821,Electoral Democracy,0.502,0.728,0.818,0.781,0.82,0.612,0.525,0.786,0.885,0.78,-0.586,-0.049,0.486,0.279,-0.311,0.144,3039.766,9.766,,,
118,Albania,2015.0,989578334.828615,0.509,0.431,0.31,0.291,0.364,-1.387,-0.699,-1.202,0.821,Electoral Democracy,0.502,0.728,0.818,0.781,0.82,0.612,0.525,0.786,0.885,0.78,-0.521,0.059,0.346,0.19,-0.299,0.157,3127.926,10.041,,,
119,Albania,2016.0,1044389554.85795,0.51,0.43,0.311,0.29,0.365,-1.536,-0.153,-0.79,0.821,Electoral Democracy,0.504,0.729,0.818,0.781,0.82,0.612,0.525,0.786,0.885,0.78,-0.449,0.06,0.345,0.196,-0.304,0.171,3210.888,10.322,,,
